emoji,name,group,sub_group,codepoints
🤵🏿‍♂️,man in tuxedo: dark skin tone,People & Body,person-role,1F935 1F3FF 200D 2642 FE0F
🤵🏿‍♂,man in tuxedo: dark skin tone,People & Body,person-role,1F935 1F3FF 200D 2642
🤵‍♀️,woman in tuxedo,People & Body,person-role,1F935 200D 2640 FE0F
🤵‍♀,woman in tuxedo,People & Body,person-role,1F935 200D 2640
🤵🏻‍♀️,woman in tuxedo: light skin tone,People & Body,person-role,1F935 1F3FB 200D 2640 FE0F
🤵🏻‍♀,woman in tuxedo: light skin tone,People & Body,person-role,1F935 1F3FB 200D 2640
🤵🏼‍♀️,woman in tuxedo: medium-light skin tone,People & Body,person-role,1F935 1F3FC 200D 2640 FE0F
🤵🏼‍♀,woman in tuxedo: medium-light skin tone,People & Body,person-role,1F935 1F3FC 200D 2640
🤵🏽‍♀️,woman in tuxedo: medium skin tone,People & Body,person-role,1F935 1F3FD 200D 2640 FE0F
🤵🏽‍♀,woman in tuxedo: medium skin tone,People & Body,person-role,1F935 1F3FD 200D 2640
🤵🏾‍♀️,woman in tuxedo: medium-dark skin tone,People & Body,person-role,1F935 1F3FE 200D 2640 FE0F
🤵🏾‍♀,woman in tuxedo: medium-dark skin tone,People & Body,person-role,1F935 1F3FE 200D 2640
🤵🏿‍♀️,woman in tuxedo: dark skin tone,People & Body,person-role,1F935 1F3FF 200D 2640 FE0F
🤵🏿‍♀,woman in tuxedo: dark skin tone,People & Body,person-role,1F935 1F3FF 200D 2640
👰,person with veil,People & Body,person-role,1F470
👰🏻,person with veil: light skin tone,People & Body,person-role,1F470 1F3FB
👰🏼,person with veil: medium-light skin tone,People & Body,person-role,1F470 1F3FC
👰🏽,person with veil: medium skin tone,People & Body,person-role,1F470 1F3FD
👰🏾,person with veil: medium-dark skin tone,People & Body,person-role,1F470 1F3FE
👰🏿,person with veil: dark skin tone,People & Body,person-role,1F470 1F3FF
👰‍♂️,man with veil,People & Body,person-role,1F470 200D 2642 FE0F
👰‍♂,man with veil,People & Body,person-role,1F470 200D 2642
👰🏻‍♂️,man with veil: light skin tone,People & Body,person-role,1F470 1F3FB 200D 2642 FE0F
👰🏻‍♂,man with veil: light skin tone,People & Body,person-role,1F470 1F3FB 200D 2642
👰🏼‍♂️,man with veil: medium-light skin tone,People & Body,person-role,1F470 1F3FC 200D 2642 FE0F
👰🏼‍♂,man with veil: medium-light skin tone,People & Body,person-role,1F470 1F3FC 200D 2642
👰🏽‍♂️,man with veil: medium skin tone,People & Body,person-role,1F470 1F3FD 200D 2642 FE0F
👰🏽‍♂,man with veil: medium skin tone,People & Body,person-role,1F470 1F3FD 200D 2642
👰🏾‍♂️,man with veil: medium-dark skin tone,People & Body,person-role,1F470 1F3FE 200D 2642 FE0F
👰🏾‍♂,man with veil: medium-dark skin tone,People & Body,person-role,1F470 1F3FE 200D 2642
👰🏿‍♂️,man with veil: dark skin tone,People & Body,person-role,1F470 1F3FF 200D 2642 FE0F
👰🏿‍♂,man with veil: dark skin tone,People & Body,person-role,1F470 1F3FF 200D 2642
👰‍♀️,woman with veil,People & Body,person-role,1F470 200D 2640 FE0F
👰‍♀,woman with veil,People & Body,person-role,1F470 200D 2640
👰🏻‍♀️,woman with veil: light skin tone,People & Body,person-role,1F470 1F3FB 200D 2640 FE0F
👰🏻‍♀,woman with veil: light skin tone,People & Body,person-role,1F470 1F3FB 200D 2640
👰🏼‍♀️,woman with veil: medium-light skin tone,People & Body,person-role,1F470 1F3FC 200D 2640 FE0F
👰🏼‍♀,woman with veil: medium-light skin tone,People & Body,person-role,1F470 1F3FC 200D 2640
👰🏽‍♀️,woman with veil: medium skin tone,People & Body,person-role,1F470 1F3FD 200D 2640 FE0F
👰🏽‍♀,woman with veil: medium skin tone,People & Body,person-role,1F470 1F3FD 200D 2640
👰🏾‍♀️,woman with veil: medium-dark skin tone,People & Body,person-role,1F470 1F3FE 200D 2640 FE0F
👰🏾‍♀,woman with veil: medium-dark skin tone,People & Body,person-role,1F470 1F3FE 200D 2640
👰🏿‍♀️,woman with veil: dark skin tone,People & Body,person-role,1F470 1F3FF 200D 2640 FE0F
👰🏿‍♀,woman with veil: dark skin tone,People & Body,person-role,1F470 1F3FF 200D 2640
🤰,pregnant woman,People & Body,person-role,1F930
🤰🏻,pregnant woman: light skin tone,People & Body,person-role,1F930 1F3FB
🤰🏼,pregnant woman: medium-light skin tone,People & Body,person-role,1F930 1F3FC
🤰🏽,pregnant woman: medium skin tone,People & Body,person-role,1F930 1F3FD
🤰🏾,pregnant woman: medium-dark skin tone,People & Body,person-role,1F930 1F3FE
🤰🏿,pregnant woman: dark skin tone,People & Body,person-role,1F930 1F3FF
🤱,breast-feeding,People & Body,person-role,1F931
🤱🏻,breast-feeding: light skin tone,People & Body,person-role,1F931 1F3FB
🤱🏼,breast-feeding: medium-light skin tone,People & Body,person-role,1F931 1F3FC
🤱🏽,breast-feeding: medium skin tone,People & Body,person-role,1F931 1F3FD
🤱🏾,breast-feeding: medium-dark skin tone,People & Body,person-role,1F931 1F3FE
🤱🏿,breast-feeding: dark skin tone,People & Body,person-role,1F931 1F3FF
👩‍🍼,woman feeding baby,People & Body,person-role,1F469 200D 1F37C
👩🏻‍🍼,woman feeding baby: light skin tone,People & Body,person-role,1F469 1F3FB 200D 1F37C
👩🏼‍🍼,woman feeding baby: medium-light skin tone,People & Body,person-role,1F469 1F3FC 200D 1F37C
👩🏽‍🍼,woman feeding baby: medium skin tone,People & Body,person-role,1F469 1F3FD 200D 1F37C
👩🏾‍🍼,woman feeding baby: medium-dark skin tone,People & Body,person-role,1F469 1F3FE 200D 1F37C
👩🏿‍🍼,woman feeding baby: dark skin tone,People & Body,person-role,1F469 1F3FF 200D 1F37C
👨‍🍼,man feeding baby,People & Body,person-role,1F468 200D 1F37C
👨🏻‍🍼,man feeding baby: light skin tone,People & Body,person-role,1F468 1F3FB 200D 1F37C
👨🏼‍🍼,man feeding baby: medium-light skin tone,People & Body,person-role,1F468 1F3FC 200D 1F37C
👨🏽‍🍼,man feeding baby: medium skin tone,People & Body,person-role,1F468 1F3FD 200D 1F37C
👨🏾‍🍼,man feeding baby: medium-dark skin tone,People & Body,person-role,1F468 1F3FE 200D 1F37C
👨🏿‍🍼,man feeding baby: dark skin tone,People & Body,person-role,1F468 1F3FF 200D 1F37C
🧑‍🍼,person feeding baby,People & Body,person-role,1F9D1 200D 1F37C
🧑🏻‍🍼,person feeding baby: light skin tone,People & Body,person-role,1F9D1 1F3FB 200D 1F37C
🧑🏼‍🍼,person feeding baby: medium-light skin tone,People & Body,person-role,1F9D1 1F3FC 200D 1F37C
🧑🏽‍🍼,person feeding baby: medium skin tone,People & Body,person-role,1F9D1 1F3FD 200D 1F37C
🧑🏾‍🍼,person feeding baby: medium-dark skin tone,People & Body,person-role,1F9D1 1F3FE 200D 1F37C
🧑🏿‍🍼,person feeding baby: dark skin tone,People & Body,person-role,1F9D1 1F3FF 200D 1F37C
👼,baby angel,People & Body,person-fantasy,1F47C
👼🏻,baby angel: light skin tone,People & Body,person-fantasy,1F47C 1F3FB
👼🏼,baby angel: medium-light skin tone,People & Body,person-fantasy,1F47C 1F3FC
👼🏽,baby angel: medium skin tone,People & Body,person-fantasy,1F47C 1F3FD
👼🏾,baby angel: medium-dark skin tone,People & Body,person-fantasy,1F47C 1F3FE
👼🏿,baby angel: dark skin tone,People & Body,person-fantasy,1F47C 1F3FF
🎅,Santa Claus,People & Body,person-fantasy,1F385
🎅🏻,Santa Claus: light skin tone,People & Body,person-fantasy,1F385 1F3FB
🎅🏼,Santa Claus: medium-light skin tone,People & Body,person-fantasy,1F385 1F3FC
🎅🏽,Santa Claus: medium skin tone,People & Body,person-fantasy,1F385 1F3FD
🎅🏾,Santa Claus: medium-dark skin tone,People & Body,person-fantasy,1F385 1F3FE
🎅🏿,Santa Claus: dark skin tone,People & Body,person-fantasy,1F385 1F3FF
🤶,Mrs. Claus,People & Body,person-fantasy,1F936
🤶🏻,Mrs. Claus: light skin tone,People & Body,person-fantasy,1F936 1F3FB
🤶🏼,Mrs. Claus: medium-light skin tone,People & Body,person-fantasy,1F936 1F3FC
🤶🏽,Mrs. Claus: medium skin tone,People & Body,person-fantasy,1F936 1F3FD
🤶🏾,Mrs. Claus: medium-dark skin tone,People & Body,person-fantasy,1F936 1F3FE
🤶🏿,Mrs. Claus: dark skin tone,People & Body,person-fantasy,1F936 1F3FF
🧑‍🎄,mx claus,People & Body,person-fantasy,1F9D1 200D 1F384
🧑🏻‍🎄,mx claus: light skin tone,People & Body,person-fantasy,1F9D1 1F3FB 200D 1F384
🧑🏼‍🎄,mx claus: medium-light skin tone,People & Body,person-fantasy,1F9D1 1F3FC 200D 1F384
🧑🏽‍🎄,mx claus: medium skin tone,People & Body,person-fantasy,1F9D1 1F3FD 200D 1F384
🧑🏾‍🎄,mx claus: medium-dark skin tone,People & Body,person-fantasy,1F9D1 1F3FE 200D 1F384
🧑🏿‍🎄,mx claus: dark skin tone,People & Body,person-fantasy,1F9D1 1F3FF 200D 1F384
🦸,superhero,People & Body,person-fantasy,1F9B8
🦸🏻,superhero: light skin tone,People & Body,person-fantasy,1F9B8 1F3FB
🦸🏼,superhero: medium-light skin tone,People & Body,person-fantasy,1F9B8 1F3FC
🦸🏽,superhero: medium skin tone,People & Body,person-fantasy,1F9B8 1F3FD
🦸🏾,superhero: medium-dark skin tone,People & Body,person-fantasy,1F9B8 1F3FE
🦸🏿,superhero: dark skin tone,People & Body,person-fantasy,1F9B8 1F3FF
🦸‍♂️,man superhero,People & Body,person-fantasy,1F9B8 200D 2642 FE0F
🦸‍♂,man superhero,People & Body,person-fantasy,1F9B8 200D 2642
🦸🏻‍♂️,man superhero: light skin tone,People & Body,person-fantasy,1F9B8 1F3FB 200D 2642 FE0F
🦸🏻‍♂,man superhero: light skin tone,People & Body,person-fantasy,1F9B8 1F3FB 200D 2642
🦸🏼‍♂️,man superhero: medium-light skin tone,People & Body,person-fantasy,1F9B8 1F3FC 200D 2642 FE0F
🦸🏼‍♂,man superhero: medium-light skin tone,People & Body,person-fantasy,1F9B8 1F3FC 200D 2642
🦸🏽‍♂️,man superhero: medium skin tone,People & Body,person-fantasy,1F9B8 1F3FD 200D 2642 FE0F
🦸🏽‍♂,man superhero: medium skin tone,People & Body,person-fantasy,1F9B8 1F3FD 200D 2642
🦸🏾‍♂️,man superhero: medium-dark skin tone,People & Body,person-fantasy,1F9B8 1F3FE 200D 2642 FE0F
🦸🏾‍♂,man superhero: medium-dark skin tone,People & Body,person-fantasy,1F9B8 1F3FE 200D 2642
🦸🏿‍♂️,man superhero: dark skin tone,People & Body,person-fantasy,1F9B8 1F3FF 200D 2642 FE0F
🦸🏿‍♂,man superhero: dark skin tone,People & Body,person-fantasy,1F9B8 1F3FF 200D 2642
🦸‍♀️,woman superhero,People & Body,person-fantasy,1F9B8 200D 2640 FE0F
🦸‍♀,woman superhero,People & Body,person-fantasy,1F9B8 200D 2640
🦸🏻‍♀️,woman superhero: light skin tone,People & Body,person-fantasy,1F9B8 1F3FB 200D 2640 FE0F
🦸🏻‍♀,woman superhero: light skin tone,People & Body,person-fantasy,1F9B8 1F3FB 200D 2640
🦸🏼‍♀️,woman superhero: medium-light skin tone,People & Body,person-fantasy,1F9B8 1F3FC 200D 2640 FE0F
🦸🏼‍♀,woman superhero: medium-light skin tone,People & Body,person-fantasy,1F9B8 1F3FC 200D 2640
🦸🏽‍♀️,woman superhero: medium skin tone,People & Body,person-fantasy,1F9B8 1F3FD 200D 2640 FE0F
🦸🏽‍♀,woman superhero: medium skin tone,People & Body,person-fantasy,1F9B8 1F3FD 200D 2640
🦸🏾‍♀️,woman superhero: medium-dark skin tone,People & Body,person-fantasy,1F9B8 1F3FE 200D 2640 FE0F
🦸🏾‍♀,woman superhero: medium-dark skin tone,People & Body,person-fantasy,1F9B8 1F3FE 200D 2640
🦸🏿‍♀️,woman superhero: dark skin tone,People & Body,person-fantasy,1F9B8 1F3FF 200D 2640 FE0F
🦸🏿‍♀,woman superhero: dark skin tone,People & Body,person-fantasy,1F9B8 1F3FF 200D 2640
🦹,supervillain,People & Body,person-fantasy,1F9B9
🦹🏻,supervillain: light skin tone,People & Body,person-fantasy,1F9B9 1F3FB
🦹🏼,supervillain: medium-light skin tone,People & Body,person-fantasy,1F9B9 1F3FC
🦹🏽,supervillain: medium skin tone,People & Body,person-fantasy,1F9B9 1F3FD
🦹🏾,supervillain: medium-dark skin tone,People & Body,person-fantasy,1F9B9 1F3FE
🦹🏿,supervillain: dark skin tone,People & Body,person-fantasy,1F9B9 1F3FF
🦹‍♂️,man supervillain,People & Body,person-fantasy,1F9B9 200D 2642 FE0F
🦹‍♂,man supervillain,People & Body,person-fantasy,1F9B9 200D 2642
🦹🏻‍♂️,man supervillain: light skin tone,People & Body,person-fantasy,1F9B9 1F3FB 200D 2642 FE0F
🦹🏻‍♂,man supervillain: light skin tone,People & Body,person-fantasy,1F9B9 1F3FB 200D 2642
🦹🏼‍♂️,man supervillain: medium-light skin tone,People & Body,person-fantasy,1F9B9 1F3FC 200D 2642 FE0F
🦹🏼‍♂,man supervillain: medium-light skin tone,People & Body,person-fantasy,1F9B9 1F3FC 200D 2642
🦹🏽‍♂️,man supervillain: medium skin tone,People & Body,person-fantasy,1F9B9 1F3FD 200D 2642 FE0F
🦹🏽‍♂,man supervillain: medium skin tone,People & Body,person-fantasy,1F9B9 1F3FD 200D 2642
🦹🏾‍♂️,man supervillain: medium-dark skin tone,People & Body,person-fantasy,1F9B9 1F3FE 200D 2642 FE0F
🦹🏾‍♂,man supervillain: medium-dark skin tone,People & Body,person-fantasy,1F9B9 1F3FE 200D 2642
🦹🏿‍♂️,man supervillain: dark skin tone,People & Body,person-fantasy,1F9B9 1F3FF 200D 2642 FE0F
🦹🏿‍♂,man supervillain: dark skin tone,People & Body,person-fantasy,1F9B9 1F3FF 200D 2642
🦹‍♀️,woman supervillain,People & Body,person-fantasy,1F9B9 200D 2640 FE0F
🦹‍♀,woman supervillain,People & Body,person-fantasy,1F9B9 200D 2640
🦹🏻‍♀️,woman supervillain: light skin tone,People & Body,person-fantasy,1F9B9 1F3FB 200D 2640 FE0F
🦹🏻‍♀,woman supervillain: light skin tone,People & Body,person-fantasy,1F9B9 1F3FB 200D 2640
🦹🏼‍♀️,woman supervillain: medium-light skin tone,People & Body,person-fantasy,1F9B9 1F3FC 200D 2640 FE0F
🦹🏼‍♀,woman supervillain: medium-light skin tone,People & Body,person-fantasy,1F9B9 1F3FC 200D 2640
🦹🏽‍♀️,woman supervillain: medium skin tone,People & Body,person-fantasy,1F9B9 1F3FD 200D 2640 FE0F
🦹🏽‍♀,woman supervillain: medium skin tone,People & Body,person-fantasy,1F9B9 1F3FD 200D 2640
🦹🏾‍♀️,woman supervillain: medium-dark skin tone,People & Body,person-fantasy,1F9B9 1F3FE 200D 2640 FE0F
🦹🏾‍♀,woman supervillain: medium-dark skin tone,People & Body,person-fantasy,1F9B9 1F3FE 200D 2640
🦹🏿‍♀️,woman supervillain: dark skin tone,People & Body,person-fantasy,1F9B9 1F3FF 200D 2640 FE0F
🦹🏿‍♀,woman supervillain: dark skin tone,People & Body,person-fantasy,1F9B9 1F3FF 200D 2640
🧙,mage,People & Body,person-fantasy,1F9D9
🧙🏻,mage: light skin tone,People & Body,person-fantasy,1F9D9 1F3FB
🧙🏼,mage: medium-light skin tone,People & Body,person-fantasy,1F9D9 1F3FC
🧙🏽,mage: medium skin tone,People & Body,person-fantasy,1F9D9 1F3FD
🧙🏾,mage: medium-dark skin tone,People & Body,person-fantasy,1F9D9 1F3FE
🧙🏿,mage: dark skin tone,People & Body,person-fantasy,1F9D9 1F3FF
🧙‍♂️,man mage,People & Body,person-fantasy,1F9D9 200D 2642 FE0F
🧙‍♂,man mage,People & Body,person-fantasy,1F9D9 200D 2642
🧙🏻‍♂️,man mage: light skin tone,People & Body,person-fantasy,1F9D9 1F3FB 200D 2642 FE0F
🧙🏻‍♂,man mage: light skin tone,People & Body,person-fantasy,1F9D9 1F3FB 200D 2642
🧙🏼‍♂️,man mage: medium-light skin tone,People & Body,person-fantasy,1F9D9 1F3FC 200D 2642 FE0F
🧙🏼‍♂,man mage: medium-light skin tone,People & Body,person-fantasy,1F9D9 1F3FC 200D 2642
🧙🏽‍♂️,man mage: medium skin tone,People & Body,person-fantasy,1F9D9 1F3FD 200D 2642 FE0F
🧙🏽‍♂,man mage: medium skin tone,People & Body,person-fantasy,1F9D9 1F3FD 200D 2642
🧙🏾‍♂️,man mage: medium-dark skin tone,People & Body,person-fantasy,1F9D9 1F3FE 200D 2642 FE0F
🧙🏾‍♂,man mage: medium-dark skin tone,People & Body,person-fantasy,1F9D9 1F3FE 200D 2642
🧙🏿‍♂️,man mage: dark skin tone,People & Body,person-fantasy,1F9D9 1F3FF 200D 2642 FE0F
🧙🏿‍♂,man mage: dark skin tone,People & Body,person-fantasy,1F9D9 1F3FF 200D 2642
🧙‍♀️,woman mage,People & Body,person-fantasy,1F9D9 200D 2640 FE0F
🧙‍♀,woman mage,People & Body,person-fantasy,1F9D9 200D 2640
🧙🏻‍♀️,woman mage: light skin tone,People & Body,person-fantasy,1F9D9 1F3FB 200D 2640 FE0F
🧙🏻‍♀,woman mage: light skin tone,People & Body,person-fantasy,1F9D9 1F3FB 200D 2640
🧙🏼‍♀️,woman mage: medium-light skin tone,People & Body,person-fantasy,1F9D9 1F3FC 200D 2640 FE0F
🧙🏼‍♀,woman mage: medium-light skin tone,People & Body,person-fantasy,1F9D9 1F3FC 200D 2640
🧙🏽‍♀️,woman mage: medium skin tone,People & Body,person-fantasy,1F9D9 1F3FD 200D 2640 FE0F
🧙🏽‍♀,woman mage: medium skin tone,People & Body,person-fantasy,1F9D9 1F3FD 200D 2640
🧙🏾‍♀️,woman mage: medium-dark skin tone,People & Body,person-fantasy,1F9D9 1F3FE 200D 2640 FE0F
🧙🏾‍♀,woman mage: medium-dark skin tone,People & Body,person-fantasy,1F9D9 1F3FE 200D 2640
🧙🏿‍♀️,woman mage: dark skin tone,People & Body,person-fantasy,1F9D9 1F3FF 200D 2640 FE0F
🧙🏿‍♀,woman mage: dark skin tone,People & Body,person-fantasy,1F9D9 1F3FF 200D 2640
🧚,fairy,People & Body,person-fantasy,1F9DA
🧚🏻,fairy: light skin tone,People & Body,person-fantasy,1F9DA 1F3FB
