,Train no.,Train name,Starts,Ends
331,19033,Gujarat Queen,Valsad,Ahmedabad Junction
332,19109,Gujarat Queen,Valsad,Ahmedabad Junction
333,19034,Gujarat Queen,Ahmedabad Junction,Valsad
334,12917,Gujarat Sampark K,Ahmedabad Junction,H Nizamuddin
335,12918,Gujrat S Kranti,H Nizamuddin,Ahmedabad Junction
336,12659,Gurudev Express,Nagercoil Junction,Shalimar
337,12660,Gurudev Express,Shalimar,Nagercoil Junction
338,16342,Guruvayur Express,Trivandrum Cntl,Guruvayur
339,16128,Guv Chennai Express,Guruvayur,Chennai Egmore
340,12515,Guwahati Express,Trivandrum Cntl,Guwahati
341,12509,Guwahati Express,Bangalore Cy Junction,Guwahati
342,12507,Guwahati Express,Trivandrum Cntl,Guwahati
343,6336,Guwahati Express,Kochuveli,Guwahati
344,15647,Guwahati Express,Lokmanyatilak T,Guwahati
345,15645,Guwahati Express,Lokmanyatilak T,Guwahati
346,15629,Guwahati Express,Chennai Egmore,Guwahati
347,15635,Guwahati Express,Okha,Guwahati
348,15630,Guwahati Ms Express,Guwahati,Chennai Egmore
349,11124,Gwl Bju Mail,Gwalior,Barauni Junction
350,11126,Gwl Indb Express,Gwalior,Indore Junction Bg
351,12197,Gwl Intercity,Bhopal Junction,Gwalior
352,1016,Gwl Ltt Special,Gwalior,Lokmanyatilak T
353,11102,Gwl Pune Express,Gwalior,Pune Junction
354,11112,Gwl Sushasan Express,Balrampur,Gwalior
355,11032,Gyan Ganga Express,Manduadih,Pune Junction
356,22131,Gyan Ganga Express,Pune Junction,Manduadih
357,11031,Gyan Ganga Express,Pune Junction,Manduadih
358,22132,Gyan Ganga Superfast,Manduadih,Pune Junction
359,12153,Habibganj Express,Lokmanyatilak T,Habibganj
360,12755,Haldia Express,Chennai Central,Haldia
361,22613,Haldia Express,Chennai Central,Haldia
362,59812,Haldighati Passenger,Agra Fort,Ratlam Junction
363,59811,Haldighati Passenger,Ratlam Junction,Agra Fort
364,16592,Hampi Express,Mysore Junction,Hubli Junction
365,16591,Hampi Express,Hubli Junction,Mysore Junction
366,22939,Hapa Bsp Express,Hapa,Bilaspur Junction
367,9535,Hapa Bsp Superfast Special,Hapa,Bilaspur Junction
368,19577,Hapa Express,Tirunelveli,Hapa
369,29059,Hapa Intercity,Surat,Hapa
370,12475,Hapa Jat Express,Hapa,Jammu Tawi
371,22908,Hapa Madgaon Express,Hapa,Madgaon
372,19578,Hapa Ten Express,Hapa,Tirunelveli
373,12998,Hapa Ten Superfast Express,Hapa,Tirunelveli
374,22917,Haridwar Express,Bandra Terminus,Haridwar Junction
375,19031,Haridwar Mail,Ahmedabad Junction,Haridwar Junction
376,19105,Haridwar Mail,Ahmedabad Junction,Haridwar Junction
377,14523,Hariharnath Express,Muzaffarpur Junction,Ambala Cant Junction
378,17416,Haripriya Express,C Shahumharaj T,Tirupati
379,17415,Haripriya Express,Tirupati,C Shahumharaj T
380,13164,Hate Bazare Express,Saharsa Junction,Sealdah
381,13163,Hate Bazare Express,Sealdah,Saharsa Junction
382,12811,Hatia Express,Lokmanyatilak T,Hatia
383,13113,Hazarduari Express,Kolkata,Lalgola
384,13114,Hazarduari Express,Lalgola,Kolkata
385,1653,Hbj Bdts Superfast Special,Habibganj,Bandra Terminus
386,59394,Hbj Dhd Fast Passenger,Habibganj,Dahod
387,22184,Hbj Double Deck,Indore Junction Bg,Habibganj
388,1659,Hbj Gaya Special,Habibganj,Gaya Junction
389,12062,Hbj Janshatabdi,Jabalpur,Habibganj
390,1267,Hbj Jbp Special,Habibganj,Jabalpur
391,1402,Hbj Ltt Special,Habibganj,Lokmanyatilak T
392,12154,Hbj Ltt Superfast Express,Habibganj,Lokmanyatilak T
393,1658,Hbj Ngp Special,Habibganj,Nagpur
394,1652,Hbj Pune Special,Habibganj,Pune Junction
395,2185,Hbj Rewa Special,Habibganj,Rewa
396,2189,Hbj Rewa Superfast Special,Habibganj,Rewa
397,2191,Hbj Rewa Superfast Special,Habibganj,Rewa
398,12364,Hdb Koaa Superfast Express,Haldibari,Kolkata
399,14609,Hemkunt Express,Rishikesh,Jammu Tawi
400,14610,Hemkunt Express,Jammu Tawi,Rishikesh
401,14553,Himachal Express,Delhi,Amb Andaura
402,14554,Himachal Express,Amb Andaura,Delhi
403,14096,Himalayan Queen,Kalka,Delhi S Rohilla
404,52456,Himalyan Queen,Simla,Kalka
405,52455,Himalyan Queen,Kalka,Simla
406,14095,Himalyan Queen,Delhi S Rohilla,Kalka
407,12331,Himgiri Express,Howrah Junction,Jammu Tawi
408,12332,Himgiri Express,Jammu Tawi,Howrah Junction
409,16317,Himsagar Express,Kanyakumari,Jammu Tawi
410,16318,Himsagar Express,Jammu Tawi,Tirunelveli
411,18448,Hirakhand Express,Jagdalpur,Bhubaneswar
412,18447,Hirakhand Express,Bhubaneswar,Jagdalpur
413,18508,Hirakund Express,Amritsar Junction,Vishakapatnam
414,12443,Hlz Anvt Wkly S,Haldia,Anand Vihar Trm
415,22614,Hlz Mas Superfast Express,Haldia,Chennai Central
416,22982,Hmh Kota Superfast,Shri Ganganagar,Kota Junction
417,4751,Hmh Sgnr Special,Hanumangarh Junction,Shri Ganganagar
418,13052,Hool Express,Siuri,Howrah Junction
419,13051,Hool Express,Howrah Junction,Siuri
420,56909,Hospet Passenger,Bangalore Cy Junction,Hospet Junction
421,12261,Howrah Duronto,Mumbai Cst,Howrah Junction
422,12221,Howrah Duronto,Pune Junction,Howrah Junction
423,22832,Howrah Express,Sai P Nilayam,Howrah Junction
424,12572,Howrah Express,Sai P Nilayam,Howrah Junction
425,12664,Howrah Express,Tiruchchirapali,Howrah Junction
426,12833,Howrah Express,Ahmedabad Junction,Howrah Junction
427,12809,Howrah Mail,Mumbai Cst,Howrah Junction
428,12840,Howrah Mail,Chennai Central,Howrah Junction
429,12869,Howrah Superfast Express,Mumbai Cst,Howrah Junction
430,16578,Hrr Ypr Express,Harihar,Yesvantpur Junction
431,54601,Hsr Asr Psngr,Hisar,Amritsar Junction
432,2916,Hsr Bdts Express,Hisar,Bandra Terminus
433,22916,Hsr Bdts S F Express,Hisar,Bandra Terminus
434,54834,Hsr Jp Passenger,Hisar,Jaipur
435,14012,Hsx Dli Express,Hoshiarpur,Delhi
436,4414,Hsx Dli Special,Hoshiarpur,Delhi
437,2084,Hte Cstm Superfast Special,Hatia,Mumbai Cst
438,1088,Hte Cstm Special,Hatia,Mumbai Cst
439,8894,Hte G Special,Hatia,Gondia Junction
440,12812,Hte Ltt Super,Hatia,Lokmanyatilak T
441,8612,Hte Ngp Special,Hatia,Nagpur
442,18626,Hte Pnbe Express,Hatia,Patna Junction
443,22846,Hte Pune Express,Hatia,Pune Junction
444,18624,Hte Rjpb Express,Hatia,Rjndr Ngr Bihar
445,18616,Hte Rnc Hwh Express,Hatia,Howrah Junction
446,18637,Hte Ypr Express,Hatia,Yesvantpur Junction
447,12835,Hte Ypr Express,Hatia,Yesvantpur Junction
448,8635,Hte Ypr Special,Hatia,Yesvantpur Junction
449,8637,Hte Ypr Special,Hatia,Yesvantpur Junction
450,2686,Hubli Premium,Patna Junction,Hubli Junction
451,12778,Hubli Express,Kochuveli,Hubli Junction
452,1494,Hubli Express,Bijapur,Hubli Junction
453,56501,Hubli Passenger,Vijayawada Junction,Hubli Junction
454,17224,Hundry Express,Kurnool Town,Secunderabad Junction
455,17223,Hundry Express,Secunderabad Junction,Kurnool Town
456,12701,Husainsagar Express,Mumbai Cst,Hyderabad Decan
457,12702,Hussainsagar Express,Hyderabad Decan,Mumbai Cst
458,12157,Hutatma Express,Pune Junction,Solapur Junction
459,12158,Hutatma Express,Solapur Junction,Pune Junction
460,19032,Hw Adi Mail,Haridwar Junction,Ahmedabad Junction
461,19106,Hw Adi Mail,Haridwar Junction,Ahmedabad Junction
462,19610,Hw Aii Express,Haridwar Junction,Ajmer Junction
463,9639,Hw Aii Special,Haridwar Junction,Ajmer Junction
464,14116,Hw Ald Express,Haridwar Junction,Allahabad Junction
465,12053,Hw Asr Jnshtbdi,Haridwar Junction,Amritsar Junction
466,22918,Hw Bdts Superfast Express,Haridwar Junction,Bandra Terminus
467,4736,Hw Bkn Special,Haridwar Junction,Bikaner Junction
468,12912,Hw Bl Superfast Express,Haridwar Junction,Valsad
469,24887,Hw Bme Link Express,Haridwar Junction,Barmer
470,12370,Hw Hwh S F Express,Haridwar Junction,Howrah Junction
471,3116,Hw Koaa Superfast Special,Haridwar Junction,Kolkata
472,12172,Hw Ltt Ac Superfast,Haridwar Junction,Lokmanyatilak T
473,3015,Hw Puja Special,Howrah Junction,Haridwar Junction
474,15033,Hw Rmr Express,Haridwar Junction,Ramnagar
475,12063,Hw Uhl Link Jsh,Haridwar Junction,Una Himachal
476,12834,Hwh Adi Express,Howrah Junction,Ahmedabad Junction
477,3001,Hwh Ajmer Special,Howrah Junction,Ajmer Junction
478,58013,Hwh Bksc Passenger,Howrah Junction,Bokaro Stl City
479,13063,Hwh Blgt Express,Howrah Junction,Balurghat
480,13025,Hwh Bpl Express,Howrah Junction,Bhopal Junction
481,58011,Hwh Ckp Passenger,Howrah Junction,Chakradharpur
482,12262,Hwh Cstm Duront,Howrah Junction,Mumbai Cst
483,12870,Hwh Cstm Express,Howrah Junction,Mumbai Cst
484,15235,Hwh Dbg Express,Howrah Junction,Darbhanga Junction
485,53041,Hwh Dbg Pgr,Howrah Junction,Jaynagar
486,12847,Hwh Dgha Duront,Howrah Junction,Digha Flag Stn
487,2249,Hwh Dgha Special,Howrah Junction,Digha Flag Stn
488,12385,Hwh Dhn D D Express,Howrah Junction,Dhanbad Junction
489,12311,Hwh Dli Klk Mai,Howrah Junction,Kalka
490,12274,Hwh Duronto Express,New Delhi,Howrah Junction
491,13023,Hwh Gaya Express,Howrah Junction,Gaya Junction
492,3057,Hwh Ghy Special,Howrah Junction,Guwahati
493,3067,Hwh Gkp Special,Howrah Junction,Gorakhpur Junction
494,18615,Hwh Hatia Express,Howrah Junction,Hatia
495,3003,Hwh Jat Special,Howrah Junction,Jammu Tawi
496,13071,Hwh Jmp Express,Howrah Junction,Jamalpur Junction
497,12371,Hwh Jsm Express,Howrah Junction,Jaisalmer
498,12307,Hwh Ju Express,Howrah Junction,Bikaner Junction
499,4824,Hwh Ju Special,Howrah Junction,Jodhpur Junction
500,15711,Hwh Kir Express,Howrah Junction,Katihar Junction
501,18005,Hwh Koraput Express,Howrah Junction,Jagdalpur
502,12353,Hwh Lku Express,Howrah Junction,Lal Kuan
503,2242,Hwh Ltt Premium,Howrah Junction,Lokmanyatilak T
504,3061,Hwh Ltt Special,Howrah Junction,Lokmanyatilak T
505,2870,Hwh Ltt Special,Howrah Junction,Lokmanyatilak T
506,12839,Hwh Mas Mail,Howrah Junction,Chennai Central
507,2841,Hwh Mas Premium,Howrah Junction,Chennai Central
508,53049,Hwh Mka Passenger,Howrah Junction,Mokameh Junction
509,53003,Hwh Mldt F Passenger,Howrah Junction,Malda Town
510,13011,Hwh Mldt Intercity Express,Howrah Junction,Malda Town
511,3465,Hwh Mldt Special,Howrah Junction,Malda Town
512,12810,Hwh Mumbai Mail,Howrah Junction,Mumbai Cst
513,12321,Hwh Mumbai Mail,Howrah Junction,Mumbai Cst
514,22817,Hwh Mys Express,Howrah Junction,Mysore Junction
515,12323,Hwh Ndls Express,Howrah Junction,New Delhi
516,12249,Hwh Ndls Yuva E,Howrah Junction,New Delhi
517,22309,Hwh Njp Ac Express,Howrah Junction,New Jalpaiguri
518,3063,Hwh Njp Special,Howrah Junction,New Jalpaiguri
519,12906,Hwh Pbr Okhaex,Howrah Junction,Okha
520,12867,Hwh Pdy Express,Howrah Junction,Puducherry
521,2241,Hwh Premium Special,Lokmanyatilak T,Howrah Junction
522,12827,Hwh Prr Express,Howrah Junction,Purulia Junction
523,12222,Hwh Pune Duront,Howrah Junction,Pune Junction
524,12837,Hwh Puri Express,Howrah Junction,Puri
525,12895,Hwh Puri Express,Howrah Junction,Puri
526,12887,Hwh Puri Express,Howrah Junction,Puri
527,12881,Hwh Puri G Rath,Howrah Junction,Puri
528,18627,Hwh Rnc Intercity Express,Howrah Junction,Ranchi
529,22891,Hwh Rnc Intercity Express,Howrah Junction,Ranchi
530,18617,Hwh Rnc Intercity Express,Howrah Junction,Ranchi
531,13043,Hwh Rxl Express,Howrah Junction,Raxual Junction
532,3029,Hwh Rxl Special,Howrah Junction,Raxual Junction
533,3043,Hwh Rxl Special,Howrah Junction,Raxual Junction
534,3543,Hwh Rxl Special,Howrah Junction,Raxual Junction
535,22803,Hwh Sbp Superfast Express,Howrah Junction,Sambalpur
536,22894,Hwh Snsi Express,Howrah Junction,Sainagar Shirdi
537,22831,Hwh Sspn Express,Howrah Junction,Sai P Nilayam
538,13053,Hwh Suri Express,Howrah Junction,Siuri
539,12663,Hwh Tpj Express,Howrah Junction,Tiruchchirapali
540,22863,Hwh Ypr Ac Express,Howrah Junction,Yesvantpur Junction
541,12245,Hwh Ypr Duronto,Howrah Junction,Yesvantpur Junction
542,12863,Hwh Ypr Express,Howrah Junction,Yesvantpur Junction
543,2863,Hwh Ypr Premium,Howrah Junction,Yesvantpur Junction
544,7091,Hyb Ald Special,Hyderabad Decan,Allahabad Junction
545,7028,Hyb Vskp Special,Hyderabad Decan,Vishakapatnam
546,17020,Hyb Aii Express,Hyderabad Decan,Ajmer Junction
547,12720,Hyb Aii Superfast Express,Hyderabad Decan,Ajmer Junction
548,57130,Hyb Bjp Psgr,Hyderabad Decan,Bijapur
549,7011,Hyb Bpa Special,Hyderabad Decan,Belampalli
550,7001,Hyb Cct Special,Hyderabad Decan,Kakinada Town
551,7125,Hyb Jp Special,Hyderabad Decan,Ajmer Junction
552,17003,Hyb Kop Express,Hyderabad Decan,C Shahumharaj T
553,11303,Hyb Kop Express,Hyderabad Decan,C Shahumharaj T
554,1032,Hyb Kop Special,Hyderabad Decan,C Shahumharaj T
555,7003,Hyb Kota Special,Hyderabad Decan,Kota Junction
556,6306,Hyb Mas Superfast Special,Hyderabad Decan,Chennai Central
557,57563,Hyb Pbn Passenger,Hyderabad Decan,Parbhani Junction
558,17014,Hyb Pune Express,Hyderabad Decan,Pune Junction
559,7115,Hyb Qln Special,Hyderabad Decan,Kollam Junction
560,7109,Hyb Qln Special,Hyderabad Decan,Kollam Junction
561,7166,Hyb Qln Special,Hyderabad Decan,Kollam Junction
562,7429,Hyb Ru Special,Hyderabad Decan,Renigunta Junction
563,17005,Hyb Rxl Express,Hyderabad Decan,Raxual Junction
564,7128,Hyb Shm Special,Hyderabad Decan,Shalimar
565,7110,Hyderabad Express,Kollam Junction,Hyderabad Decan
566,7106,Hyderabad Express,Kollam Junction,Hyderabad Decan
567,7108,Hyderabad Express,Kollam Junction,Hyderabad Decan
568,12603,Hyderabad Express,Chennai Central,Hyderabad Decan
569,17031,Hyderabad Express,Mumbai Cst,Hyderabad Decan
570,7165,Hyderabad Express,Kollam Junction,Hyderabad Decan
571,57550,Hyderabad Passenger,Aurangabad,Hyderabad Decan
572,22941,Inbd Jat S F Express,Indore Junction Bg,Jammu Tawi
573,19325,Ind Amritsar Express,Indore Junction Bg,Amritsar Junction
574,14317,Ind Ddn Express,Indore Junction Bg,Dehradun
575,22183,Ind Double Deck,Habibganj,Indore Junction Bg
576,22185,Ind Double Deck,Bhopal Junction,Indore Junction Bg
577,11125,Ind Gwaliar Express,Indore Junction Bg,Gwalior
578,22944,Ind Pune Express,Indore Junction Bg,Pune Junction
579,19312,Ind Pune Express,Indore Junction Bg,Pune Junction
580,59307,Indb Aii Link E,Indore Junction Bg,Jaipur
581,9311,Indb Ajmer Special,Indore Junction Bg,Ajmer Junction
582,14319,Indb Barelly Express,Indore Junction Bg,Bareilly
583,9302,Indb Bdts Special,Indore Junction Bg,Bandra Terminus
584,19801,Indb Intercity,Kota Junction,Indore Junction Bg
585,11701,Indb Intercity,Jabalpur,Indore Junction Bg
586,19324,Indb Intercity,Habibganj,Indore Junction Bg
587,9307,Indb Jat Superfast Special,Indore Junction Bg,Jammu Tawi
588,11471,Indb Jbp Express,Indore Junction Bg,Jabalpur
589,9728,Indb Jp Superfast Special,Indore Junction Bg,Jaipur
590,12923,Indb Nagpur Express,Indore Junction Bg,Nagpur
591,19313,Indb Patna Express,Indore Junction Bg,Patna Junction
592,9305,Indb Patna P Superfast,Indore Junction Bg,Patna Junction
593,19321,Indb Rjpb Express,Indore Junction Bg,Rjndr Ngr Bihar
594,9309,Indb Sealdah Special,Indore Junction Bg,Sealdah
595,21125,Indore Bhind Express,Indore Junction Bg,Bhind
596,12227,Indore Duronto,Mumbai Central,Indore Junction Bg
597,19314,Indore Express,Rjndr Ngr Bihar,Indore Junction Bg
598,19310,Indore Gnc Express,Indore Junction Bg,Gandhinagar Cap
599,22105,Indrayani Express,Mumbai Cst,Pune Junction
600,22106,Indrayani Express,Pune Junction,Mumbai Cst
601,18411,Inter City Express,Bhubaneswar,Vishakapatnam
602,18412,Inter City Express,Vishakapatnam,Bhubaneswar
603,15603,Inter City Express,Kamakhya,Ledo
604,15720,Intercity,Siliguri Junction,Katihar Junction
605,15719,Intercity,Katihar Junction,Siliguri Junction
606,13401,Intercity Express,Bhagalpur,Danapur
607,12383,Intercity Express,Sealdah,Asansol Junction
608,12384,Intercity Express,Asansol Junction,Sealdah
609,12416,Intercity Express,H Nizamuddin,Indore Junction Bg
610,13402,Intercity Express,Danapur,Bhagalpur
611,15604,Intercity Express,Ledo,Kamakhya
612,12128,Intercity Express,Pune Junction,Mumbai Cst
613,12725,Intercity Express,Bangalore Cy Junction,Dharwar
614,12127,Intercity Express,Mumbai Cst,Pune Junction
615,12726,Intercity Express,Dharwar,Bangalore Cy Junction
616,14316,Intercity Express,New Delhi,Bareilly
617,19412,Intercity Express,Ajmer Junction,Ahmedabad Junction
618,12481,Intercity Express,Delhi,Shri Ganganagar
619,14211,Intercity Express,Agra Cantt,New Delhi
620,22610,Intercity Express,Coimbatore Junction,Mangalore Cntl
621,22609,Intercity Express,Mangalore Cntl,Coimbatore Junction
622,13504,Intercity Express,Asansol Junction,Sealdah
623,14212,Intercity Express,New Delhi,Agra Cantt
624,12412,Intercity Express,Amritsar Junction,Chandigarh
625,12411,Intercity Express,Chandigarh,Amritsar Junction
626,13235,Intercity Express,Sahibganj Junction,Danapur
627,13236,Intercity Express,Danapur,Sahibganj Junction
628,15616,Intercity Express,Dekargaon,Kamakhya
629,15615,Intercity Express,Kamakhya,Dekargaon
630,15713,Intercity Express,Katihar Junction,Patna Junction
631,12466,Intercity Express,Jodhpur Junction,Indore Junction Bg
632,19802,Intercity Express,Indore Junction Bg,Kota Junction
633,12482,Intercity Express,Shri Ganganagar,Delhi
634,14315,Intercity Express,Bareilly,New Delhi
635,15471,Intercity Express,Alipur Duar Junction,Kamakhya
636,15470,Intercity Express,Lumding Junction,Alipur Duar Junction
637,11452,Intercity Express,Rewa,Jabalpur
638,15469,Intercity Express,Alipur Duar Junction,Lumding Junction
639,15472,Intercity Express,Kamakhya,Alipur Duar Junction
640,19323,Intercity Express,Indore Junction Bg,Habibganj
641,11451,Intercity Express,Jabalpur,Rewa
642,15714,Intercity Express,Patna Junction,Katihar Junction
643,13465,Intercity Express,Howrah Junction,Malda Town
644,13466,Intercity Express,Malda Town,Howrah Junction
645,12530,Intercity Express,Jabalpur,Habibganj
646,13225,Intercity Express,Jaynagar,Danapur
647,13226,Intercity Express,Danapur,Jaynagar
648,12529,Intercity Express,Habibganj,Jabalpur
649,22187,Intercity Express,Habibganj,Jabalpur
650,22188,Intercity Express,Jabalpur,Habibganj
651,18695,Ipr Rjpb Express,Islampur,Rjndr Ngr Bihar
652,12871,Ispat Express,Howrah Junction,Titlagarh
653,12872,Ispat Express,Titlagarh,Howrah Junction
654,58112,Itr Tata Passgn,Itwari,Tatanagar Junction
655,1705,Jabalpur Nyn Special,Jabalpur,Naini
656,19771,Jaipur Asr Express,Ajmer Junction,Amritsar Junction
657,12239,Jaipur Duronto,Mumbai Central,Jaipur
658,12967,Jaipur Express,Chennai Central,Jaipur
659,12975,Jaipur Express,Mysore Junction,Jaipur
660,19573,Jaipur Express,Okha,Jaipur
661,12973,Jaipur Express,Indore Junction Bg,Jaipur
662,54805,Jaipur Passenger,Ahmedabad Junction,Jaipur
663,9043,Jaipur Premium,Bandra Terminus,Jaipur
664,9047,Jaipur Special,Bandra Terminus,Jaipur
665,9025,Jaipur Special,Bandra Terminus,Jaipur
666,12979,Jaipur Superfast Fast,Bandra Terminus,Jaipur
667,18103,Jalianwala B Express,Tatanagar Junction,Amritsar Junction
668,12380,Jalianwala B Express,Amritsar Junction,Sealdah
669,18104,Jalianwala B Express,Amritsar Junction,Tatanagar Junction
670,12379,Jalianwalab Express,Sealdah,Amritsar Junction
671,12477,Jam Jat Express,Jamnagar,Jammu Tawi
672,12414,Jammu Aii Express,Jammu Tawi,Ajmer Junction
673,12207,Jammu Garib Rat,Kathgodam,Jammu Tawi
674,15654,Jammu Ghy Express,Jammu Tawi,Guwahati
675,12588,Jammu Gkp Express,Jammu Tawi,Gorakhpur Junction
676,24033,Jammu Mail,Delhi,Hoshiarpur
677,14033,Jammu Mail,Delhi,Udhampur
678,24034,Jammu Mail,Hoshiarpur,Delhi
679,14034,Jammu Mail,Udhampur,Delhi
680,12425,Jammu Rajdhani,New Delhi,Jammu Tawi
681,12426,Jammu Rajdhani,Jammu Tawi,New Delhi
682,13151,Jammu Tawi Express,Kolkata,Jammu Tawi
683,11449,Jammutawi Express,Jabalpur,Jammu Tawi
684,19059,Jamnagar Intcit,Surat,Jamnagar
685,12078,Jan Shatabdi,Vijayawada Junction,Chennai Central
686,12081,Jan Shatabdi,Kannur,Trivandrum Cntl
687,12076,Jan Shatabdi,Trivandrum Cntl,Kozhikode
688,12077,Jan Shatabdi,Chennai Central,Vijayawada Junction
689,12075,Jan Shatabdi,Kozhikode,Trivandrum Cntl
690,12082,Jan Shatabdi,Trivandrum Cntl,Kannur
691,12051,Jan Shatabdi Express,Dadar,Madgaon
692,12052,Jan Shatabdi Express,Madgaon,Dadar
693,12084,Jan Shatabdi Express,Coimbatore Junction,Mayiladuturai J
694,12068,Jan Shatabdi Express,Jorhat Town,Guwahati
695,12080,Jan Shatabdi Express,Hubli Junction,Bangalore Cy Junction
696,12067,Jan Shatabdi Express,Guwahati,Jorhat Town
697,12071,Jan Shatabdi Express,Dadar,Aurangabad
698,12083,Jan Shatabdi Express,Mayiladuturai J,Coimbatore Junction
699,13419,Janasewa Express,Bhagalpur,Muzaffarpur Junction
700,13205,Janhit Express,Saharsa Junction,Danapur
701,13206,Janhit Express,Danapur,Saharsa Junction
702,19107,Janmabhoomi Express,Ahmedabad Junction,Udhampur
703,12806,Janmabhoomi Express,Secunderabad Junction,Vishakapatnam
704,19108,Janmabhoomi Express,Udhampur,Ahmedabad Junction
705,12805,Janmabhoomi Express,Vishakapatnam,Secunderabad Junction
706,13420,Jansewa Express,Muzaffarpur Junction,Bhagalpur
707,12070,Janshatabdi Express,Gondia Junction,Raigarh
708,12023,Janshatabdi Express,Howrah Junction,Patna Junction
709,12024,Janshatabdi Express,Patna Junction,Howrah Junction
710,12072,Janshatabdi Express,Aurangabad,Dadar
711,12079,Janshatabdi Express,Bangalore Cy Junction,Hubli Junction
712,12069,Janshatabdi Express,Raigarh,Gondia Junction
713,11450,Jat Jbp Express,Jammu Tawi,Jabalpur
714,19224,Jat Adi Express,Jammu Tawi,Ahmedabad Junction
715,2208,Jat Adi Gr Special,Jammu Tawi,Ahmedabad Junction
716,4132,Jat Ald Premium,Jammu Tawi,Allahabad Junction
717,19226,Jat Bti Express,Jammu Tawi,Bhatinda Junction
718,14502,Jat Bti Express,Jammu Tawi,Bhatinda Junction
719,12470,Jat Cnb Express,Jammu Tawi,Kanpur Central
720,2452,Jat Cnb Premium,Jammu Tawi,Kanpur Central
721,2172,Jat Cstm Special,Jammu Tawi,Mumbai Cst
722,4038,Jat Dli Special,Jammu Tawi,Delhi
723,18216,Jat Durg Express,Jammu Tawi,Durg
724,12550,Jat Durg Superfast Express,Jammu Tawi,Durg
725,2530,Jat Gkp Premium,Jammu Tawi,Gorakhpur Junction
